tac_doc_id,tac_sentence_id,sentence,tac_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20081128.0138.LDC2009T13,61b3a0af8f7c93c466e6,"Appealing the ruling under Crist is the Department of Children and Families, led by George Sheldon, a lifelong Democrat from Tampa who supported equal rights for gays and lesbians as a state legislator in the 1980s.","['Appealing', 'the', 'ruling', 'under', 'Crist', 'is', 'the', 'Department', 'of', 'Children', 'and', 'Families', ',', 'led', 'by', 'George', 'Sheldon', ',', 'a', 'lifelong', 'Democrat', 'from', 'Tampa', 'who', 'supported', 'equal', 'rights', 'for', 'gays', 'and', 'lesbians', 'as', 'a', 'state', 'legislator', 'in', 'the', '1980s', '.']",15,16,22,22,,,,,
eng-WL-11-174611-12980791,61b3a0af8fe4416f4cf6,"Teenage defendant Brandon McInerney of Oxnard is charged with first-degree murder and a hate crime in connection with the Feb 12 killing of classmate Larry King , 15, who sometimes wore makeup and told friends he was gay.","['Teenage', 'defendant', 'Brandon', 'McInerney', 'of', 'Oxnard', 'is', 'charged', 'with', 'first-degree', 'murder', 'and', 'a', 'hate', 'crime', 'in', 'connection', 'with', 'the', 'Feb', '12', 'killing', 'of', 'classmate', 'Larry', 'King', ',', '15', ',', 'who', 'sometimes', 'wore', 'makeup', 'and', 'told', 'friends', 'he', 'was', 'gay', '.']",2,3,5,5,,,,,
LTW_ENG_20070409.0039.LDC2009T13,61b3a0af8f9e5d0fed2f,"In 1983, Ahearn was part of the advance team arranging the Group of Seven Summit in Williamsburg, Va. .","['In', '1983', ',', 'Ahearn', 'was', 'part', 'of', 'the', 'advance', 'team', 'arranging', 'the', 'Group', 'of', 'Seven', 'Summit', 'in', 'Williamsburg', ',', 'Va.', '.']",3,3,17,17,,,,,
eng-WL-11-174584-12960757,61b3a0af8fd0891f02b3,"Having received early roses in the two prior weeks of televised competition for the final rose and possibly even a marriage proposal from 31-year-old Dallas pilot Jake Pavelka, southwest Nebraska native Elizabeth ` Beth' Kitt found herself rose-less on this week's episode of ` The Bachelor . '","['Having', 'received', 'early', 'roses', 'in', 'the', 'two', 'prior', 'weeks', 'of', 'televised', 'competition', 'for', 'the', 'final', 'rose', 'and', 'possibly', 'even', 'a', 'marriage', 'proposal', 'from', '31-year-old', 'Dallas', 'pilot', 'Jake', 'Pavelka', ',', 'southwest', 'Nebraska', 'native', 'Elizabeth', '`', 'Beth', ""'"", 'Kitt', 'found', 'herself', 'rose-less', 'on', 'this', 'week', ""'s"", 'episode', 'of', '`', 'The', 'Bachelor', '.', ""'""]",26,27,24,24,,,,,
eng-WL-11-174611-12985283,61b3a0af8f9582cd5307,Sandy had agreed to meet one of his attackers on a street corner in Sheepshead Bay.,"['Sandy', 'had', 'agreed', 'to', 'meet', 'one', 'of', 'his', 'attackers', 'on', 'a', 'street', 'corner', 'in', 'Sheepshead', 'Bay', '.']",0,0,14,15,,,,,
LTW_ENG_20071223.0009.LDC2009T13,61b3a0af8ff61db2d3bd,"""Last time, it was easy ,"" sighed Abdul Jalil Jan, a 50-year-old cleric who is running to represent Peshawar, the capital of North-West Frontier Province, in the National Assembly.","['``', 'Last', 'time', ',', 'it', 'was', 'easy', ',', ""''"", 'sighed', 'Abdul', 'Jalil', 'Jan', ',', 'a', '50-year-old', 'cleric', 'who', 'is', 'running', 'to', 'represent', 'Peshawar', ',', 'the', 'capital', 'of', 'North-West', 'Frontier', 'Province', ',', 'in', 'the', 'National', 'Assembly', '.']",10,12,22,22,,,,,
NYT_ENG_20071210.0041.LDC2009T13,61b3a0af8f49a659f79d,"Besides his brother, of Minneapolis, Nolte is survived by his wife of 62 years, the former Jeanne McQuarrie; four sons, Charles, of Fairfield, Conn.; Roger, of Gilbertsville, Pa.; Douglas, of San Francisco; and Jameson, of Denver; two sisters, Mimi Krebs of Marblehead, Mass., and Jacqueline Jones of Minnetonka, Minn.; and nine grandchildren.","['Besides', 'his', 'brother', ',', 'of', 'Minneapolis', ',', 'Nolte', 'is', 'survived', 'by', 'his', 'wife', 'of', '62', 'years', ',', 'the', 'former', 'Jeanne', 'McQuarrie', ';', 'four', 'sons', ',', 'Charles', ',', 'of', 'Fairfield', ',', 'Conn.', ';', 'Roger', ',', 'of', 'Gilbertsville', ',', 'Pa.', ';', 'Douglas', ',', 'of', 'San', 'Francisco', ';', 'and', 'Jameson', ',', 'of', 'Denver', ';', 'two', 'sisters', ',', 'Mimi', 'Krebs', 'of', 'Marblehead', ',', 'Mass.', ',', 'and', 'Jacqueline', 'Jones', 'of', 'Minnetonka', ',', 'Minn.', ';', 'and', 'nine', 'grandchildren', '.']",11,11,5,5,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8f20185ca508,"After the war, Herrera worked as a leather artisan in Phoenix, where an elementary school was named in his honor; he moved to nearby Glendale after retiring in the late 1970s.","['After', 'the', 'war', ',', 'Herrera', 'worked', 'as', 'a', 'leather', 'artisan', 'in', 'Phoenix', ',', 'where', 'an', 'elementary', 'school', 'was', 'named', 'in', 'his', 'honor', ';', 'he', 'moved', 'to', 'nearby', 'Glendale', 'after', 'retiring', 'in', 'the', 'late', '1970s', '.']",4,4,27,27,,,,,
NYT_ENG_20080505.0179.LDC2009T13,61b3a0af8ff48d340e24,"In Indianapolis, Rep. Andre Carson, a Democrat who won a special election in March to succeed his grandmother, the late Julia Carson, has serious challengers for his seat in the 7th Congressional District.","['In', 'Indianapolis', ',', 'Rep.', 'Andre', 'Carson', ',', 'a', 'Democrat', 'who', 'won', 'a', 'special', 'election', 'in', 'March', 'to', 'succeed', 'his', 'grandmother', ',', 'the', 'late', 'Julia', 'Carson', ',', 'has', 'serious', 'challengers', 'for', 'his', 'seat', 'in', 'the', '7th', 'Congressional', 'District', '.']",4,5,1,1,,,,,
APW_ENG_20090620.0009,61b3a0af8f73b1bcdfe9,"Her group was small and unorganized, with about 14 members and no formal meetings or activities, said Chuck Stonex, a former group member from Alamagordo, New Mexico, who severed his ties to the organization following Forde's arrest.","['Her', 'group', 'was', 'small', 'and', 'unorganized', ',', 'with', 'about', '14', 'members', 'and', 'no', 'formal', 'meetings', 'or', 'activities', ',', 'said', 'Chuck', 'Stonex', ',', 'a', 'former', 'group', 'member', 'from', 'Alamagordo', ',', 'New', 'Mexico', ',', 'who', 'severed', 'his', 'ties', 'to', 'the', 'organization', 'following', 'Forde', ""'s"", 'arrest', '.']",34,34,27,27,,,,,
APW_ENG_20070515.1673.LDC2009T13,61b3a0af8fd48a44fa47,"2007-05-15 22:05:36 UTC - Donald Wildmon , 69, a Methodist minister, founder and chairman of the American Family Association in Tupelo, Miss","['2007-05-15', '22:05:36', 'UTC', '--', 'Donald', 'Wildmon', ',', '69', ',', 'a', 'Methodist', 'minister', ',', 'founder', 'and', 'chairman', 'of', 'the', 'American', 'Family', 'Association', 'in', 'Tupelo', ',', 'Miss']",4,5,22,22,,,,,
NYT_ENG_20101109.0049,61b3a0af8fc14b2f8e64,Black grew up in Chicago and attended Catholic schools.,"['Black', 'grew', 'up', 'in', 'Chicago', 'and', 'attended', 'Catholic', 'schools', '.']",0,0,4,4,,,,,
eng-WL-11-174592-12942309,61b3a0af8ffabb8dde66,"The focus of today's Daily Eye Candy is the 22-year old fashion supermodel Chad White who is a native of Portland, Oregon.","['The', 'focus', 'of', 'today', ""'s"", 'Daily', 'Eye', 'Candy', 'is', 'the', '22-year', 'old', 'fashion', 'supermodel', 'Chad', 'White', 'who', 'is', 'a', 'native', 'of', 'Portland', ',', 'Oregon', '.']",14,15,21,21,,,,,
eng-WL-11-174592-12941952,61b3a0af8f2d5c64a8f4,"The 22-year old native of Portland, Oregon played baseball in college and was drafted for Major League Baseball.","['The', '22-year', 'old', 'native', 'of', 'Portland', ',', 'Oregon', 'played', 'baseball', 'in', 'college', 'and', 'was', 'drafted', 'for', 'Major', 'League', 'Baseball', '.']",0,2,5,5,,,,,
LTW_ENG_20070531.0078.LDC2009T13,61b3a0af8f8f2dd603da,"Parren J. Mitchell, a Baltimore civil rights activist who became Maryland's first black member of Congress in 1970, died May 28 of complications from pneumonia at Greater Baltimore Medical Center.","['Parren', 'J.', 'Mitchell', ',', 'a', 'Baltimore', 'civil', 'rights', 'activist', 'who', 'became', 'Maryland', ""'s"", 'first', 'black', 'member', 'of', 'Congress', 'in', '1970', ',', 'died', 'May', '28', 'of', 'complications', 'from', 'pneumonia', 'at', 'Greater', 'Baltimore', 'Medical', 'Center', '.']",0,2,5,5,,,,,
APW_ENG_20100127.1043,61b3a0af8f8f419c4319,"Boyle, who shot to international stardom on the back of her appearance on a TV talent show last spring, saw a youth run out from her home in the small Scottish village of Blackburn as she returned Tuesday night from recording a charity single for Haiti, The Sun tabloid said.","['Boyle', ',', 'who', 'shot', 'to', 'international', 'stardom', 'on', 'the', 'back', 'of', 'her', 'appearance', 'on', 'a', 'TV', 'talent', 'show', 'last', 'spring', ',', 'saw', 'a', 'youth', 'run', 'out', 'from', 'her', 'home', 'in', 'the', 'small', 'Scottish', 'village', 'of', 'Blackburn', 'as', 'she', 'returned', 'Tuesday', 'night', 'from', 'recording', 'a', 'charity', 'single', 'for', 'Haiti', ',', 'The', 'Sun', 'tabloid', 'said', '.']",37,37,35,35,,,,,
eng-NG-31-142091-9997468,61b3a0af8f82a57a3991,"Mr. DeBlanc, a native of Lockport, La., left active military service after the war, received a doctorate in education from McNeese State University and taught mathematics and science in St. Martinville.","['Mr.', 'DeBlanc', ',', 'a', 'native', 'of', 'Lockport', ',', 'La.', ',', 'left', 'active', 'military', 'service', 'after', 'the', 'war', ',', 'received', 'a', 'doctorate', 'in', 'education', 'from', 'McNeese', 'State', 'University', 'and', 'taught', 'mathematics', 'and', 'science', 'in', 'St.', 'Martinville', '.']",1,1,33,34,,,,,
AFP_ENG_20081105.0662.LDC2009T13,61b3a0af8f00657e8ff7,"A prominent conservative MP for Tehran, Gholam Ali Haddad Adel, saw the Democrat's victory as the result of the failed policies of Bush over the past eight years.","['A', 'prominent', 'conservative', 'MP', 'for', 'Tehran', ',', 'Gholam', 'Ali', 'Haddad', 'Adel', ',', 'saw', 'the', 'Democrat', ""'s"", 'victory', 'as', 'the', 'result', 'of', 'the', 'failed', 'policies', 'of', 'Bush', 'over', 'the', 'past', 'eight', 'years', '.']",7,10,5,5,,,,,
NYT_ENG_20010114.0116.LDC2007T07,61b3a0af8fb613be4f26,"Middle Eastern and US officials describe him as a pivotal figure in the bin Laden network, a trusted militant who assigned candidates screened at his guest house in Peshawar, Pakistan, to the dozen or so Afghan camps financed and run by bin Laden.","['Middle', 'Eastern', 'and', 'US', 'officials', 'describe', 'him', 'as', 'a', 'pivotal', 'figure', 'in', 'the', 'bin', 'Laden', 'network', ',', 'a', 'trusted', 'militant', 'who', 'assigned', 'candidates', 'screened', 'at', 'his', 'guest', 'house', 'in', 'Peshawar', ',', 'Pakistan', ',', 'to', 'the', 'dozen', 'or', 'so', 'Afghan', 'camps', 'financed', 'and', 'run', 'by', 'bin', 'Laden', '.']",6,6,29,29,,,,,
NYT_ENG_20070104.0161.LDC2009T13,61b3a0af8f90fbfe25f5,"Survivors include a daughter, Peggy ""Happy"" Verity Power of Edwards, Colo; two sons, Jonathan George Verity and William Wymond Verity of Beaufort; two sisters, Betsy Verity Blakey of Columbus, Ohio, and Jean Verity Woodhull of Dayton, Ohio; seven grandchildren; and four great-grandchildren.","['Survivors', 'include', 'a', 'daughter', ',', 'Peggy', '``', 'Happy', ""''"", 'Verity', 'Power', 'of', 'Edwards', ',', 'Colo', ';', 'two', 'sons', ',', 'Jonathan', 'George', 'Verity', 'and', 'William', 'Wymond', 'Verity', 'of', 'Beaufort', ';', 'two', 'sisters', ',', 'Betsy', 'Verity', 'Blakey', 'of', 'Columbus', ',', 'Ohio', ',', 'and', 'Jean', 'Verity', 'Woodhull', 'of', 'Dayton', ',', 'Ohio', ';', 'seven', 'grandchildren', ';', 'and', 'four', 'great-grandchildren', '.']",23,25,27,27,,,,,
eng-WL-11-174611-12978356,61b3a0af8fc0dea0bbe3,"Brandon McInerney, an Oxnard teenager accused of first-degree murder and a hate crime in connection with the shooting of a classmate, today was found competent to stand trial in Ventura County Superior Court.","['Brandon', 'McInerney', ',', 'an', 'Oxnard', 'teenager', 'accused', 'of', 'first-degree', 'murder', 'and', 'a', 'hate', 'crime', 'in', 'connection', 'with', 'the', 'shooting', 'of', 'a', 'classmate', ',', 'today', 'was', 'found', 'competent', 'to', 'stand', 'trial', 'in', 'Ventura', 'County', 'Superior', 'Court', '.']",0,1,4,4,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8f66cfd460d2,"Derounian is survived by his wife of 60 years, Emily Ann Kennard Derounian; two daughters, Ann Banks of Lexington, Ky., and Eleanor Derounian of Austin; and a granddaughter.","['Derounian', 'is', 'survived', 'by', 'his', 'wife', 'of', '60', 'years', ',', 'Emily', 'Ann', 'Kennard', 'Derounian', ';', 'two', 'daughters', ',', 'Ann', 'Banks', 'of', 'Lexington', ',', 'Ky.', ',', 'and', 'Eleanor', 'Derounian', 'of', 'Austin', ';', 'and', 'a', 'granddaughter', '.']",4,4,21,21,,,,,
NYT_ENG_20080407.0069.LDC2009T13,61b3a0af8fa5a89f9254,"He's worn T-shirts made by local companies, he's dedicated a Beatles song to an Atlanta singer who died recently, and he allows ""Idol"" producers to cite ""Buckhead"" as his current residence -?","['He', ""'s"", 'worn', 'T-shirts', 'made', 'by', 'local', 'companies', ',', 'he', ""'s"", 'dedicated', 'a', 'Beatles', 'song', 'to', 'an', 'Atlanta', 'singer', 'who', 'died', 'recently', ',', 'and', 'he', 'allows', '``', 'Idol', ""''"", 'producers', 'to', 'cite', '``', 'Buckhead', ""''"", 'as', 'his', 'current', 'residence', '-', '?']",9,9,17,17,,,,,
APW_ENG_20080528.0757.LDC2009T13,61b3a0af8ff26eee743a,"The pop star and her husband, film director Guy Ritchie, have been caring for the boy, David Banda, in London.","['The', 'pop', 'star', 'and', 'her', 'husband', ',', 'film', 'director', 'Guy', 'Ritchie', ',', 'have', 'been', 'caring', 'for', 'the', 'boy', ',', 'David', 'Banda', ',', 'in', 'London', '.']",19,20,23,23,,,,,
LTW_ENG_20071016.0009.LDC2009T13,61b3a0af8f5be20e271b,"He continued in that line of work after moving to Denver, and he also sold real estate.","['He', 'continued', 'in', 'that', 'line', 'of', 'work', 'after', 'moving', 'to', 'Denver', ',', 'and', 'he', 'also', 'sold', 'real', 'estate', '.']",0,0,10,10,,,,,
NYT_ENG_20071002.0030.LDC2009T13,61b3a0af8f2885d5a627,"Harry Shuler Dent, grew up in St. Matthews, S.C., and graduated cum laude from Presbyterian College in Clinton, S.C., in 1951.","['Harry', 'Shuler', 'Dent', ',', 'grew', 'up', 'in', 'St.', 'Matthews', ',', 'S.C.', ',', 'and', 'graduated', 'cum', 'laude', 'from', 'Presbyterian', 'College', 'in', 'Clinton', ',', 'S.C.', ',', 'in', '1951', '.']",0,2,20,20,,,,,
APW_ENG_20070813.0753.LDC2009T13,61b3a0af8f538c87d46f,"Kirkaldy, born Irene Morgan in Baltimore, Maryland, in 1917, was arrested in 1944 for refusing to give up her seat on a Greyhound bus heading from Gloucester to Baltimore, and for resisting arrest.","['Kirkaldy', ',', 'born', 'Irene', 'Morgan', 'in', 'Baltimore', ',', 'Maryland', ',', 'in', '1917', ',', 'was', 'arrested', 'in', '1944', 'for', 'refusing', 'to', 'give', 'up', 'her', 'seat', 'on', 'a', 'Greyhound', 'bus', 'heading', 'from', 'Gloucester', 'to', 'Baltimore', ',', 'and', 'for', 'resisting', 'arrest', '.']",3,4,6,6,,,,,
NYT_ENG_20050919.0130.LDC2007T07,61b3a0af8fdee29d69fe,"Gilchrist teamed with Chris Simcox, a newspaper publisher in Tucson, Ariz., to form the controversial Minuteman project, which drew nearly 900 volunteers to Arizona in April.","['Gilchrist', 'teamed', 'with', 'Chris', 'Simcox', ',', 'a', 'newspaper', 'publisher', 'in', 'Tucson', ',', 'Ariz.', ',', 'to', 'form', 'the', 'controversial', 'Minuteman', 'project', ',', 'which', 'drew', 'nearly', '900', 'volunteers', 'to', 'Arizona', 'in', 'April', '.']",3,4,10,10,,,,,
LTW_ENG_20070530.0085.LDC2009T13,61b3a0af8fd2f184c72c,"Working as a reporter for the Baltimore Afro American newspaper, he had just witnessed the lynching of a black man in Somerset County.","['Working', 'as', 'a', 'reporter', 'for', 'the', 'Baltimore', 'Afro', 'American', 'newspaper', ',', 'he', 'had', 'just', 'witnessed', 'the', 'lynching', 'of', 'a', 'black', 'man', 'in', 'Somerset', 'County', '.']",11,11,6,6,,,,,
eng-NG-31-104869-8882474,61b3a0af8f9d710db056,Panelist and retired Santa Clara County district attorney George Kennedy agreed.,"['Panelist', 'and', 'retired', 'Santa', 'Clara', 'County', 'district', 'attorney', 'George', 'Kennedy', 'agreed', '.']",8,9,3,5,,,,,
APW_ENG_20071214.0118.LDC2009T13,61b3abba0f1a07dd7d1b,- Talk show host and New Orleans native Ellen Degeneres taped portions of her show in the city and gave a Quizno's restaurant to a resident who lost her home and business in the storm.,"['--', 'Talk', 'show', 'host', 'and', 'New', 'Orleans', 'native', 'Ellen', 'Degeneres', 'taped', 'portions', 'of', 'her', 'show', 'in', 'the', 'city', 'and', 'gave', 'a', 'Quizno', ""'s"", 'restaurant', 'to', 'a', 'resident', 'who', 'lost', 'her', 'home', 'and', 'business', 'in', 'the', 'storm', '.']",8,9,5,6,,,,,
AFP_ENG_20070329.0522.LDC2009T13,61b3a0af8f1f209ea1c7,Kurnaz has returned to his hometown of Bremen in northern German following his release.,"['Kurnaz', 'has', 'returned', 'to', 'his', 'hometown', 'of', 'Bremen', 'in', 'northern', 'German', 'following', 'his', 'release', '.']",4,4,7,7,,,,,
eng-NG-31-142091-9996771,61b3a0af8f786b003056,"Living in Sag Harbor, Mr. Scheider continued to appear in films and lend his voice to documentaries, becoming, Ms. Siemer said, increasingly politically active.","['Living', 'in', 'Sag', 'Harbor', ',', 'Mr.', 'Scheider', 'continued', 'to', 'appear', 'in', 'films', 'and', 'lend', 'his', 'voice', 'to', 'documentaries', ',', 'becoming', ',', 'Ms.', 'Siemer', 'said', ',', 'increasingly', 'politically', 'active', '.']",6,6,2,3,,,,,
AFP_ENG_20071224.0067.LDC2009T13,61b3a0af8f179fdb353d,"Renowned jazz pianist and composer Oscar Peterson died Sunday night at his Toronto home, Canadian media reported Monday.","['Renowned', 'jazz', 'pianist', 'and', 'composer', 'Oscar', 'Peterson', 'died', 'Sunday', 'night', 'at', 'his', 'Toronto', 'home', ',', 'Canadian', 'media', 'reported', 'Monday', '.']",5,6,12,12,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8fa220f9b567,"Derounian is survived by his wife of 60 years, Emily Ann Kennard Derounian; two daughters, Ann Banks of Lexington, Ky., and Eleanor Derounian of Austin; and a granddaughter.","['Derounian', 'is', 'survived', 'by', 'his', 'wife', 'of', '60', 'years', ',', 'Emily', 'Ann', 'Kennard', 'Derounian', ';', 'two', 'daughters', ',', 'Ann', 'Banks', 'of', 'Lexington', ',', 'Ky.', ',', 'and', 'Eleanor', 'Derounian', 'of', 'Austin', ';', 'and', 'a', 'granddaughter', '.']",0,0,21,21,,,,,
LTW_ENG_20090712.0045,61b3a0af8f395a88ac46,"He had admired Manhattan's legendary district attorney, Robert Morgenthau, from the days when Cabranes was a founder of the Puerto Rican Legal Defense and Education Fund and Morgenthau was an original member of its board.","['He', 'had', 'admired', 'Manhattan', ""'s"", 'legendary', 'district', 'attorney', ',', 'Robert', 'Morgenthau', ',', 'from', 'the', 'days', 'when', 'Cabranes', 'was', 'a', 'founder', 'of', 'the', 'Puerto', 'Rican', 'Legal', 'Defense', 'and', 'Education', 'Fund', 'and', 'Morgenthau', 'was', 'an', 'original', 'member', 'of', 'its', 'board', '.']",9,10,3,3,,,,,
AFP_ENG_20071029.0149.LDC2009T13,61b3abba0fd1fded3dc2,"Hamilton has just had a street named after him in his home town Stevenage, but he can't wait to swap England for the anonymity of Switzerland.","['Hamilton', 'has', 'just', 'had', 'a', 'street', 'named', 'after', 'him', 'in', 'his', 'home', 'town', 'Stevenage', ',', 'but', 'he', 'ca', ""n't"", 'wait', 'to', 'swap', 'England', 'for', 'the', 'anonymity', 'of', 'Switzerland', '.']",0,0,13,13,,,,,
eng-WL-111-174637-12996193,61b3a0af8fbcd0e924b3,"George Boyd provided the first Peterborough moment in the second half as he fired an ambitious shot at Lonergan's goal, on the slid, from a good thirty five yards, but the Preston goalkeeper was equal to the challenge diving low down to his left and collecting the ball before a Posh striker could get onto the rebound.","['George', 'Boyd', 'provided', 'the', 'first', 'Peterborough', 'moment', 'in', 'the', 'second', 'half', 'as', 'he', 'fired', 'an', 'ambitious', 'shot', 'at', 'Lonergan', ""'s"", 'goal', ',', 'on', 'the', 'slid', ',', 'from', 'a', 'good', 'thirty', 'five', 'yards', ',', 'but', 'the', 'Preston', 'goalkeeper', 'was', 'equal', 'to', 'the', 'challenge', 'diving', 'low', 'down', 'to', 'his', 'left', 'and', 'collecting', 'the', 'ball', 'before', 'a', 'Posh', 'striker', 'could', 'get', 'onto', 'the', 'rebound', '.']",12,12,5,5,,,,,
AFP_ENG_20070102.0085.LDC2009T13,61b3a0af8f42be0f57d2,"Former Jerusalem mayor Kollek dies aged 95 Theodor ` Teddy' Kollek, a top figure in the Israeli Labour party and former mayor of Jerusalem for almost 30 years, died Tuesday in Jerusalem aged 95, Israeli public radio reported.","['Former', 'Jerusalem', 'mayor', 'Kollek', 'dies', 'aged', '95', 'Theodor', '`', 'Teddy', ""'"", 'Kollek', ',', 'a', 'top', 'figure', 'in', 'the', 'Israeli', 'Labour', 'party', 'and', 'former', 'mayor', 'of', 'Jerusalem', 'for', 'almost', '30', 'years', ',', 'died', 'Tuesday', 'in', 'Jerusalem', 'aged', '95', ',', 'Israeli', 'public', 'radio', 'reported', '.']",7,11,1,1,,,,,
AFP_ENG_20080313.0402.LDC2009T13,61b3a0af8f364c81e81d,"Born in the holy Shiite city of Najaf in Iraq, Larijani is the son of a Grand Ayatollah.","['Born', 'in', 'the', 'holy', 'Shiite', 'city', 'of', 'Najaf', 'in', 'Iraq', ',', 'Larijani', 'is', 'the', 'son', 'of', 'a', 'Grand', 'Ayatollah', '.']",11,11,7,7,,,,,
eng-WL-11-174572-12946486,61b3a0af8f14db4fdd21,"Cutrone on being a New Yorker ""I see myself represented in the spirit of New York City.","['Cutrone', 'on', 'being', 'a', 'New', 'Yorker', '``', 'I', 'see', 'myself', 'represented', 'in', 'the', 'spirit', 'of', 'New', 'York', 'City', '.']",0,0,15,17,,,,,
eng-WL-11-174595-12968014,61b3a0af8f20c487e4f8,"As Madonna made her way home to London, Miss Kylie Minogue made her way home to Sydney, Australia to relaunch her concert tour entitled Showgirl Homecoming :","['As', 'Madonna', 'made', 'her', 'way', 'home', 'to', 'London', ',', 'Miss', 'Kylie', 'Minogue', 'made', 'her', 'way', 'home', 'to', 'Sydney', ',', 'Australia', 'to', 'relaunch', 'her', 'concert', 'tour', 'entitled', 'Showgirl', 'Homecoming', ':']",22,22,17,17,,,,,
APW_ENG_20070420.0281.LDC2009T13,61b3a0af8f0f55c41ccb,"For Defensor, a small Montevideo club, it was the first time it advanced to the second round in 10 Libertadores appearances.","['For', 'Defensor', ',', 'a', 'small', 'Montevideo', 'club', ',', 'it', 'was', 'the', 'first', 'time', 'it', 'advanced', 'to', 'the', 'second', 'round', 'in', '10', 'Libertadores', 'appearances', '.']",1,1,5,5,,,,,
LTW_ENG_20071106.0029.LDC2009T13,61b3a0af8fd420b9f727,"Among the 282 lawmakers siding with Midwest and Gulf Coast growers on a key vote was Rep. Carolyn Maloney, D-N.Y., who represents Queens and Manhattan's East Side.","['Among', 'the', '282', 'lawmakers', 'siding', 'with', 'Midwest', 'and', 'Gulf', 'Coast', 'growers', 'on', 'a', 'key', 'vote', 'was', 'Rep.', 'Carolyn', 'Maloney', ',', 'D-N.Y.', ',', 'who', 'represents', 'Queens', 'and', 'Manhattan', ""'s"", 'East', 'Side', '.']",17,18,24,24,,,,,
LTW_ENG_20070610.0015.LDC2009T13,61b3a0af8fe537f926dc,"Survivors include his wife of 58 years, Jane Callaghan Gude of Washington; five children, Sharon Gude of Rockville, Adrienne Lewis of Washington, Gilbert Gude Jr of Bethesda and Gregory Gude and Daniel Gude, both of Cabin John, Md","['Survivors', 'include', 'his', 'wife', 'of', '58', 'years', ',', 'Jane', 'Callaghan', 'Gude', 'of', 'Washington', ';', 'five', 'children', ',', 'Sharon', 'Gude', 'of', 'Rockville', ',', 'Adrienne', 'Lewis', 'of', 'Washington', ',', 'Gilbert', 'Gude', 'Jr', 'of', 'Bethesda', 'and', 'Gregory', 'Gude', 'and', 'Daniel', 'Gude', ',', 'both', 'of', 'Cabin', 'John', ',', 'Md']",27,28,31,31,,,,,
LTW_ENG_20071003.0154.LDC2009T13,61b3a0af8f36dbb0d7a3,"In 1971, Rothman and Downer established the first Feminist Women's Health Center in Los Angeles, which was followed shortly after by a center in Santa Ana.","['In', '1971', ',', 'Rothman', 'and', 'Downer', 'established', 'the', 'first', 'Feminist', 'Women', ""'s"", 'Health', 'Center', 'in', 'Los', 'Angeles', ',', 'which', 'was', 'followed', 'shortly', 'after', 'by', 'a', 'center', 'in', 'Santa', 'Ana', '.']",3,3,15,16,,,,,
NYT_ENG_20080120.0045.LDC2009T13,61b3a0af8f08b98c8b7a,"""We run into that quite frequently ,"" said Bob Dillinger, chief public defender in Pinellas and Pasco counties.","['``', 'We', 'run', 'into', 'that', 'quite', 'frequently', ',', ""''"", 'said', 'Bob', 'Dillinger', ',', 'chief', 'public', 'defender', 'in', 'Pinellas', 'and', 'Pasco', 'counties', '.']",10,11,19,19,,,,,
NYT_ENG_20081001.0008.LDC2009T13,61b3a0af8f9eca927cd7,"A Wildwood, NJ, native, Sheldon began his career as a college intern to Sen Ted Kennedy, D-Mass.","['A', 'Wildwood', ',', 'NJ', ',', 'native', ',', 'Sheldon', 'began', 'his', 'career', 'as', 'a', 'college', 'intern', 'to', 'Sen', 'Ted', 'Kennedy', ',', 'D-Mass', '.']",7,7,1,1,,,,,
NYT_ENG_20101117.0051,61b3a0af8fd7173bb805,NY-SCHOOLS-CHIEF (New York) - Further developments on the choice of publishing executive Cathleen P. Black to lead the New York City school system.,"['NY-SCHOOLS-CHIEF', '-LRB-', 'New', 'York', '-RRB-', '--', 'Further', 'developments', 'on', 'the', 'choice', 'of', 'publishing', 'executive', 'Cathleen', 'P.', 'Black', 'to', 'lead', 'the', 'New', 'York', 'City', 'school', 'system', '.']",14,16,20,22,,,,,
LTW_ENG_20090717.0086,61b3a0af8f01dd082b9f,"(Now there are two: Andre Carson, a Democrat from Indianapolis, was elected to the House last year.)","['-LRB-', 'Now', 'there', 'are', 'two', ':', 'Andre', 'Carson', ',', 'a', 'Democrat', 'from', 'Indianapolis', ',', 'was', 'elected', 'to', 'the', 'House', 'last', 'year', '.', '-RRB-']",6,7,12,12,,,,,
eng-NG-31-100600-11550619,61b3a0af8f01e42eb3ab,"Multiple Bles8ings Jon & Kate Gosselin & Beth Carson Zondervan 5300 Patterson Avenue, SE, Grand Rapids, MI 49530 9780310289029, $19.99, www (dot) zondervan (dot) com","['Multiple', 'Bles8ings', 'Jon', '&', 'Kate', 'Gosselin', '&', 'Beth', 'Carson', 'Zondervan', '5300', 'Patterson', 'Avenue', ',', 'SE', ',', 'Grand', 'Rapids', ',', 'MI', '49530', '9780310289029', ',', '$', '19.99', ',', 'www', '-LRB-', 'dot', '-RRB-', 'zondervan', '-LRB-', 'dot', '-RRB-', 'com']",4,5,16,17,,,,,
